4.830819230000000242e-01,5.541239580000000275e-01,6.157914979999999927e-01,8.829909110000000450e-01,4.097155949999999880e-01,1.736458379999999968e-01,4.208893459999999975e-01,3.893002230000000008e-01,4.586249760000000175e-01,5.311518259999999936e-01,4.495294349999999772e-01,8.442299109999999995e-01
6.051549859999999503e-01,5.386482230000000371e-01,8.325559559999999859e-01,4.622375129999999888e-01,4.345391739999999725e-01,3.063067569999999851e-01,7.634211400000000536e-01,6.543311149999999632e-01,5.393846369999999446e-01,5.551251769999999697e-01,5.382112759999999607e-01,6.447633149999999480e-01
4.890110870000000109e-01,6.007345680000000243e-01,6.086218300000000303e-01,7.184038830000000209e-01,2.268905910000000026e-01,6.472667800000000415e-01,4.658308680000000090e-01,4.929158989999999907e-01,5.356274090000000543e-01,7.067474059999999669e-01,3.368739640000000257e-01,7.034051099999999446e-01
2.975565150000000214e-01,6.233658800000000388e-01,3.855309720000000273e-01,5.668999609999999523e-01,4.382387669999999735e-01,6.192214529999999773e-01,5.648927030000000515e-01,5.267559710000000450e-01,5.566980110000000481e-01,5.496263449999999606e-01,3.829954289999999983e-01,5.858320000000000194e-01
3.997265340000000222e-01,3.705493739999999869e-01,6.710693300000000194e-01,6.565871189999999968e-01,3.517807539999999733e-01,3.940067099999999822e-01,3.201986989999999755e-01,3.624571719999999941e-01,5.344166390000000266e-01,6.418114139999999690e-01,5.364597129999999492e-01,6.822245409999999621e-01
4.373071210000000208e-01,7.391172849999999572e-01,4.446088349999999800e-01,4.205108739999999790e-01,4.501438859999999931e-01,5.575792229999999572e-01,6.441989580000000437e-01,6.001141610000000348e-01,4.791971409999999931e-01,3.308253110000000108e-01,3.375490569999999857e-01,4.766048629999999897e-01
4.586137630000000076e-01,2.348444670000000012e-01,5.342996669999999781e-01,5.480832350000000019e-01,4.597109970000000101e-01,6.283359010000000300e-01,3.803904519999999900e-01,3.801910219999999896e-01,5.957084310000000382e-01,7.936896119999999888e-01,6.124926649999999917e-01,4.799393459999999889e-01
2.795772499999999994e-01,7.780758180000000301e-01,4.295394410000000218e-01,5.914481639999999985e-01,3.507498929999999793e-01,3.425530010000000236e-01,6.356315160000000075e-01,5.566569839999999658e-01,6.580523550000000332e-01,2.113326299999999935e-01,2.361164189999999941e-01,5.774556490000000153e-01
3.446347949999999938e-01,6.525295920000000471e-01,3.894763359999999786e-01,5.347650649999999839e-01,2.493745189999999889e-01,4.674713229999999942e-01,5.743926459999999512e-01,5.333530429999999711e-01,8.185209490000000532e-01,3.499316619999999767e-01,1.740662119999999979e-01,4.945136920000000047e-01
4.227797189999999983e-01,5.363592609999999761e-01,5.614199880000000364e-01,5.130010910000000202e-01,3.981164770000000241e-01,3.334507720000000064e-01,5.198387749999999752e-01,4.172647050000000135e-01,5.509864759999999473e-01,4.257723139999999851e-01,4.449211209999999750e-01,6.307620929999999682e-01
3.046471099999999987e-01,5.406024699999999461e-01,3.067189700000000005e-02,5.704692019999999530e-01,3.691592699999999838e-01,6.230911980000000128e-01,2.271663230000000033e-01,1.970437250000000029e-01,5.535338690000000117e-01,3.358340499999999951e-01,1.536681550000000007e-01,4.094066880000000186e-01
2.477088480000000092e-01,5.429565790000000503e-01,2.270174729999999974e-01,6.290337329999999838e-01,4.435348159999999984e-01,4.284964019999999985e-01,6.005258780000000129e-01,4.681145640000000108e-01,5.100400470000000519e-01,3.124174120000000054e-01,3.326534689999999794e-01,4.861605059999999923e-01
1.915766690000000050e-01,5.331287089999999784e-01,1.000000000000000000e+00,2.402525779999999944e-01,9.090086979999999484e-01,5.250538710000000053e-01,7.765097279999999547e-01,6.023856709999999559e-01,4.751921820000000185e-01,7.870075469999999740e-01,8.256419010000000114e-01,4.687730090000000183e-01
3.305007150000000005e-01,5.419082290000000190e-01,6.252504199999999734e-01,5.372886999999999524e-01,6.555842200000000508e-01,4.514843210000000218e-01,6.718006159999999616e-01,5.925878460000000292e-01,4.248937529999999851e-01,5.351796890000000140e-01,5.620036339999999742e-01,5.658924360000000542e-01
1.077546330000000024e-01,5.274755260000000279e-01,5.232118890000000411e-01,5.947900780000000553e-01,4.531070540000000091e-01,3.893230670000000226e-01,4.970957799999999732e-02,5.001690200000000197e-02,3.666616050000000016e-01,5.819827269999999775e-01,4.394812399999999952e-01,6.993061000000000416e-01
